,Nome,Categoria,Preço,Unidades Vendidas,Total,Filial,Forma de Pagamento,Método de Entrega,Data
0,Tônico facial,Cosméticos,63.81,49,3126.69,PR,Boleto,PAC,2013-03-11
0,Iluminador,Cosméticos,24.55,25,613.75,PR,Boleto,PAC,2016-07-17
0,Blush,Cosméticos,67.13,19,1275.47,SP,Pix,PAC,2019-12-04
0,Chave estrela,Ferramentas Manuais,38.46,15,576.9,MG,Pix,Sedex,2022-04-29
0,Luvas,Roupas,279.69,43,12026.67,MS,Pix,Retirada,2021-08-29
0,Máquina de lavar roupa,Eletrodomésticos,876.45,19,16652.55,MS,Pix,Sedex,2014-11-12
0,Luvas,Roupas,198.23,24,4757.52,ES,Boleto,Retirada,2012-08-16
0,Blush,Cosméticos,46.41,8,371.28,ES,Boleto,PAC,2022-02-02
0,Tomate,Alimentos,11.06,32,353.92,PR,Boleto,PAC,2017-02-11
0,Cebola,Alimentos,3.35,30,100.5,MS,Débito,Retirada,2019-02-09
0,Laranja,Alimentos,4.23,20,84.6,PR,Pix,Sedex,2015-07-30
0,Batedeira,Eletrodomésticos,1978.39,49,96941.11,ES,Pix,Sedex,2016-05-26
0,Micro-ondas,Eletrodomésticos,2188.05,6,13128.3,RJ,Boleto,PAC,2011-09-11
0,Esmalte,Cosméticos,72.07,32,2306.24,MG,Crédito,PAC,2013-11-25
0,Perfume,Cosméticos,39.1,42,1642.2,RJ,Débito,Retirada,2018-01-31
0,Gorro,Roupas,131.76,47,6192.72,PR,Boleto,Retirada,2020-06-13
0,Shampoo,Cosméticos,42.8,49,2097.2,ES,Boleto,PAC,2015-03-02
0,Máquina de lavar roupa,Eletrodomésticos,2212.59,25,55314.75,SP,Crédito,Retirada,2015-07-08
0,Tomate,Alimentos,5.54,38,210.52,MG,Boleto,PAC,2022-08-15
0,Cebola,Alimentos,9.69,39,377.91,MS,Crédito,PAC,2016-11-22
0,Iluminador,Cosméticos,70.39,30,2111.7,ES,Pix,Retirada,2011-09-01
0,Tomate,Alimentos,11.91,16,190.56,SP,Débito,PAC,2016-05-13
0,Alho,Alimentos,2.25,15,33.75,MS,Débito,PAC,2017-04-20
0,Grampo,Ferramentas Manuais,44.01,49,2156.49,PR,Pix,Retirada,2021-09-02
0,Tesoura,Ferramentas Manuais,29.22,10,292.2,PR,Débito,Sedex,2019-05-20
0,Maçã,Alimentos,4.86,27,131.22,RJ,Pix,Sedex,2013-08-02
0,Nível,Ferramentas Manuais,25.54,30,766.2,RJ,Débito,Retirada,2022-11-25
0,Base,Cosméticos,20.42,48,980.16,MS,Boleto,Retirada,2013-06-19
0,Vestido,Roupas,284.86,43,12248.98,SP,Débito,Sedex,2012-01-14
0,Martelo,Ferramentas Manuais,31.53,2,63.06,MS,Crédito,Sedex,2019-07-17
0,Geladeira,Eletrodomésticos,1008.88,50,50444.0,PR,Boleto,Sedex,2016-09-11
0,Base,Cosméticos,29.07,47,1366.29,SP,Boleto,PAC,2016-03-02
0,Corretivo,Cosméticos,55.75,11,613.25,PR,Crédito,Sedex,2019-04-08
0,Corretivo,Cosméticos,30.96,42,1300.32,MS,Boleto,PAC,2020-12-03
0,Formão,Ferramentas Manuais,11.93,2,23.86,MS,Pix,PAC,2011-10-20
0,Torradeira,Eletrodomésticos,2312.27,10,23122.7,SP,Débito,Sedex,2021-05-13
0,Esmalte,Cosméticos,71.96,40,2878.4,SP,Débito,Sedex,2017-07-31
0,Aspirador de pó,Eletrodomésticos,1715.39,40,68615.6,MG,Crédito,Retirada,2014-04-20
0,Iluminador,Cosméticos,22.63,4,90.52,ES,Crédito,Sedex,2012-04-13
0,Forno elétrico,Eletrodomésticos,1973.01,42,82866.42,MS,Boleto,Retirada,2016-08-12
0,Esquadro,Ferramentas Manuais,13.14,48,630.72,ES,Pix,PAC,2022-12-07
0,Shampoo,Cosméticos,48.25,24,1158.0,ES,Débito,PAC,2019-11-15
0,Boné,Roupas,200.64,42,8426.88,SP,Débito,Sedex,2021-09-23
0,Luvas,Roupas,290.23,17,4933.91,ES,Pix,Retirada,2014-07-31
0,Fogão,Eletrodomésticos,2457.05,47,115481.35,SP,Boleto,Retirada,2018-07-31
0,Tomate,Alimentos,4.89,42,205.38,SP,Boleto,PAC,2011-01-19
0,Torradeira,Eletrodomésticos,1411.98,12,16943.76,MS,Crédito,Retirada,2011-02-04
0,Fogão,Eletrodomésticos,1081.77,22,23798.94,SP,Pix,Retirada,2020-12-22
0,Formão,Ferramentas Manuais,19.13,41,784.33,RJ,Débito,Retirada,2017-06-05
0,Iluminador,Cosméticos,43.82,17,744.94,ES,Pix,Sedex,2019-03-17
0,Formão,Ferramentas Manuais,13.84,29,401.36,PR,Pix,PAC,2019-06-20
0,Grampo,Ferramentas Manuais,29.11,32,931.52,SP,Pix,Sedex,2010-12-20
0,Esquadro,Ferramentas Manuais,20.41,35,714.35,RJ,Débito,Sedex,2010-07-09
0,Vestido,Roupas,190.06,18,3421.08,ES,Crédito,PAC,2020-02-21
0,Chocolate,Alimentos,1.3,28,36.4,MG,Pix,Sedex,2020-06-20
0,Tônico facial,Cosméticos,25.12,6,150.72,PR,Débito,Retirada,2015-06-11
0,Alho,Alimentos,8.82,32,282.24,MG,Pix,Retirada,2018-09-27
0,Corretivo,Cosméticos,45.14,43,1941.02,RJ,Boleto,Sedex,2011-06-06
0,Laranja,Alimentos,8.16,34,277.44,MS,Pix,Retirada,2019-09-16
0,Gorro,Roupas,239.59,45,10781.55,RJ,Crédito,Retirada,2012-02-09
0,Boné,Roupas,143.14,10,1431.4,MG,Boleto,PAC,2014-09-09
0,Sutiã,Roupas,58.99,44,2595.56,MG,Débito,PAC,2010-12-22
0,Luvas,Roupas,209.98,17,3569.66,RJ,Pix,PAC,2013-11-21
0,Esquadro,Ferramentas Manuais,38.04,29,1103.16,ES,Crédito,Retirada,2016-05-01
0,Torradeira,Eletrodomésticos,582.24,18,10480.32,PR,Débito,Retirada,2011-05-30
0,Perfume,Cosméticos,20.19,8,161.52,ES,Débito,PAC,2012-11-03
0,Nível,Ferramentas Manuais,26.71,26,694.46,ES,Débito,PAC,2019-05-04
0,Vestido,Roupas,256.82,11,2825.02,MS,Débito,PAC,2012-05-23
0,Meias,Roupas,118.65,39,4627.35,MS,Boleto,PAC,2016-10-01
0,Esmalte,Cosméticos,63.51,33,2095.83,SP,Crédito,Retirada,2022-06-20
0,Jeans,Roupas,202.34,16,3237.44,MS,Boleto,Retirada,2011-03-07
0,Tônico facial,Cosméticos,62.66,37,2318.42,RJ,Boleto,PAC,2021-08-11
0,Enxada,Ferramentas Manuais,28.39,22,624.58,MS,Crédito,PAC,2017-08-23
0,Forno elétrico,Eletrodomésticos,2838.32,46,130562.72,ES,Boleto,Sedex,2010-07-17
0,Grampo,Ferramentas Manuais,31.74,1,31.74,ES,Crédito,Retirada,2015-05-24
0,Iluminador,Cosméticos,62.56,44,2752.64,SP,Boleto,Sedex,2018-09-12
0,Sutiã,Roupas,278.54,45,12534.3,PR,Boleto,PAC,2011-02-01
0,Banana,Alimentos,3.51,21,73.71,MG,Pix,Retirada,2014-04-10
0,Desodorante,Cosméticos,71.17,3,213.51,MG,Crédito,Retirada,2013-04-15
0,Esquadro,Ferramentas Manuais,13.5,28,378.0,RJ,Crédito,Sedex,2011-04-29
0,Micro-ondas,Eletrodomésticos,2860.74,4,11442.96,SP,Crédito,Retirada,2019-08-10
0,Chocolate,Alimentos,11.19,33,369.27,MS,Boleto,PAC,2014-03-20
0,Corretivo,Cosméticos,67.54,49,3309.46,MG,Débito,PAC,2015-03-21
0,Boné,Roupas,178.36,46,8204.56,MG,Pix,PAC,2016-03-28
0,Serra,Ferramentas Manuais,18.52,15,277.8,PR,Boleto,Retirada,2017-05-20
0,Enxada,Ferramentas Manuais,48.56,37,1796.72,PR,Boleto,Retirada,2013-05-02
0,Luvas,Roupas,112.93,4,451.72,MS,Débito,Sedex,2012-10-16
0,Secadora de roupas,Eletrodomésticos,805.49,45,36247.05,MS,Boleto,Sedex,2013-02-10
0,Boné,Roupas,112.24,17,1908.08,RJ,Pix,Sedex,2017-11-17
0,Jeans,Roupas,104.56,25,2614.0,ES,Crédito,Retirada,2014-05-28
0,Pregos,Ferramentas Manuais,39.92,8,319.36,RJ,Débito,Retirada,2017-07-02
0,Bermuda,Roupas,132.64,36,4775.04,SP,Débito,PAC,2021-03-23
0,Geleia,Alimentos,9.44,49,462.56,ES,Boleto,Retirada,2011-03-13
0,Jeans,Roupas,192.65,29,5586.85,MG,Crédito,Retirada,2013-09-12
0,Grampo,Ferramentas Manuais,25.51,23,586.73,MS,Débito,PAC,2012-08-23
0,Shampoo,Cosméticos,57.77,21,1213.17,MG,Pix,Sedex,2019-09-17
0,Uva,Alimentos,7.61,21,159.81,ES,Boleto,Retirada,2010-10-23
0,Jeans,Roupas,275.15,19,5227.85,ES,Débito,Sedex,2018-04-19
0,Laranja,Alimentos,6.98,27,188.46,MS,Crédito,Sedex,2021-04-23
0,Aspirador de pó,Eletrodomésticos,2997.18,43,128878.74,RJ,Crédito,Sedex,2012-03-04
0,Cebola,Alimentos,3.21,17,54.57,ES,Crédito,Sedex,2013-11-01
0,Iluminador,Cosméticos,61.58,1,61.58,PR,Pix,PAC,2022-03-04
0,Secadora de roupas,Eletrodomésticos,1602.54,29,46473.66,MG,Pix,PAC,2019-10-14
0,Base,Cosméticos,42.28,9,380.52,RJ,Débito,PAC,2010-10-20
0,Vestido,Roupas,174.85,25,4371.25,RJ,Boleto,Retirada,2020-01-07
0,Esquadro,Ferramentas Manuais,40.43,2,80.86,MG,Débito,Retirada,2019-12-27
0,Grampo,Ferramentas Manuais,22.81,18,410.58,ES,Crédito,PAC,2016-09-30
0,Cebola,Alimentos,5.11,3,15.33,RJ,Crédito,Sedex,2021-02-20
0,Pregos,Ferramentas Manuais,31.5,41,1291.5,MS,Boleto,Sedex,2018-01-28
0,Geleia,Alimentos,3.01,17,51.17,SP,Pix,Sedex,2011-08-29
0,Forno elétrico,Eletrodomésticos,809.15,41,33175.15,SP,Crédito,PAC,2020-07-19
0,Serra,Ferramentas Manuais,34.05,49,1668.45,MG,Crédito,Retirada,2022-09-02
0,Nível,Ferramentas Manuais,34.45,7,241.15,RJ,Pix,Sedex,2014-01-29
0,Chapéu,Roupas,178.47,30,5354.1,MG,Boleto,Retirada,2016-12-03
0,Nível,Ferramentas Manuais,15.92,28,445.76,RJ,Crédito,Sedex,2011-07-31
0,Geladeira,Eletrodomésticos,1445.43,45,65044.35,MG,Débito,PAC,2015-12-17
0,Uva,Alimentos,2.93,31,90.83,MG,Débito,Retirada,2015-09-10
0,Pregos,Ferramentas Manuais,37.86,48,1817.28,RJ,Pix,PAC,2014-09-19
0,Geleia,Alimentos,3.28,41,134.48,PR,Débito,Retirada,2020-12-12
0,Chave estrela,Ferramentas Manuais,34.74,12,416.88,RJ,Pix,PAC,2022-03-31
0,Pregos,Ferramentas Manuais,23.4,49,1146.6,RJ,Pix,Retirada,2021-01-26
0,Maçã,Alimentos,9.53,40,381.2,ES,Débito,Retirada,2011-07-11
0,Boné,Roupas,164.93,31,5112.83,MS,Boleto,PAC,2021-03-09
0,Chapéu,Roupas,102.63,41,4207.83,SP,Boleto,Sedex,2021-01-25
0,Nível,Ferramentas Manuais,34.52,48,1656.96,ES,Crédito,Sedex,2016-11-29
0,Lápis de olho,Cosméticos,21.54,13,280.02,RJ,Boleto,Retirada,2012-10-21
0,Boné,Roupas,104.96,42,4408.32,ES,Boleto,PAC,2012-11-18
0,Boné,Roupas,60.86,43,2616.98,ES,Crédito,Sedex,2020-01-26
0,Serra,Ferramentas Manuais,35.29,25,882.25,MG,Crédito,Retirada,2022-08-10
0,Ovo,Alimentos,11.84,41,485.44,MS,Crédito,Retirada,2012-06-06
0,Iluminador,Cosméticos,26.62,36,958.32,ES,Crédito,Sedex,2017-10-04
0,Secadora de roupas,Eletrodomésticos,576.47,12,6917.64,MS,Crédito,Retirada,2020-09-30
0,Chave estrela,Ferramentas Manuais,48.73,14,682.22,MS,Pix,PAC,2011-01-23
0,Tesoura,Ferramentas Manuais,30.01,16,480.16,SP,Débito,PAC,2020-04-07
0,Boné,Roupas,194.69,20,3893.8,SP,Pix,PAC,2018-10-17
0,Cebola,Alimentos,8.02,5,40.1,ES,Crédito,PAC,2020-08-12
0,Banana,Alimentos,10.41,31,322.71,MS,Débito,Sedex,2017-04-06
0,Grampo,Ferramentas Manuais,35.79,22,787.38,MS,Boleto,Retirada,2012-11-13
0,Tônico facial,Cosméticos,71.41,13,928.33,PR,Crédito,PAC,2015-09-18
0,Camiseta,Roupas,279.98,41,11479.18,MS,Boleto,Sedex,2013-11-30
0,Chocolate,Alimentos,7.7,34,261.8,PR,Crédito,Sedex,2014-07-28
0,Desodorante,Cosméticos,72.94,39,2844.66,PR,Débito,Sedex,2011-07-14
0,Máquina de lavar roupa,Eletrodomésticos,1597.1,11,17568.1,RJ,Boleto,Sedex,2018-04-21
0,Desodorante,Cosméticos,34.81,22,765.82,MG,Débito,Sedex,2020-06-14
0,Tomate,Alimentos,7.53,50,376.5,ES,Boleto,PAC,2011-05-09
0,Corretivo,Cosméticos,35.98,34,1223.32,ES,Pix,PAC,2015-12-26
0,Lápis de olho,Cosméticos,60.51,36,2178.36,PR,Débito,Sedex,2010-10-03
0,Tesoura,Ferramentas Manuais,47.13,14,659.82,PR,Pix,Retirada,2014-02-18
0,Base,Cosméticos,48.28,11,531.08,RJ,Débito,Retirada,2018-10-16
0,Maçã,Alimentos,11.66,47,548.02,MS,Boleto,Sedex,2012-04-27
0,Esmalte,Cosméticos,21.23,21,445.83,MS,Débito,Sedex,2013-12-16
0,Desodorante,Cosméticos,53.45,41,2191.45,MG,Boleto,Retirada,2020-07-16
0,Ovo,Alimentos,3.89,19,73.91,MS,Débito,PAC,2016-06-01
0,Martelo,Ferramentas Manuais,14.75,12,177.0,ES,Crédito,PAC,2012-01-16
0,Boné,Roupas,270.87,29,7855.23,ES,Débito,PAC,2022-12-24
0,Forno elétrico,Eletrodomésticos,2609.33,38,99154.54,ES,Boleto,Retirada,2017-08-09
0,Tesoura,Ferramentas Manuais,27.36,24,656.64,ES,Boleto,Sedex,2013-08-14
0,Torradeira,Eletrodomésticos,1310.93,20,26218.6,MS,Crédito,Sedex,2010-09-04
0,Secadora de roupas,Eletrodomésticos,1667.01,4,6668.04,SP,Pix,PAC,2016-05-06
0,Maçã,Alimentos,2.27,19,43.13,PR,Crédito,PAC,2022-07-22
0,Fogão,Eletrodomésticos,2891.34,8,23130.72,SP,Boleto,Sedex,2014-08-12
0,Geladeira,Eletrodomésticos,1477.41,50,73870.5,MS,Débito,Sedex,2011-12-17
0,Alho,Alimentos,5.74,22,126.28,PR,Débito,Sedex,2010-08-20
0,Chave estrela,Ferramentas Manuais,31.39,11,345.29,SP,Pix,Sedex,2022-04-05
0,Jeans,Roupas,221.47,36,7972.92,SP,Pix,Retirada,2016-05-01
0,Chave estrela,Ferramentas Manuais,26.59,34,904.06,SP,Crédito,Retirada,2020-02-18
0,Desodorante,Cosméticos,51.14,3,153.42,PR,Crédito,Retirada,2015-01-14
0,Shampoo,Cosméticos,56.8,9,511.2,PR,Boleto,PAC,2011-12-25
0,Serra,Ferramentas Manuais,20.0,22,440.0,MG,Pix,Sedex,2021-07-02
0,Tesoura,Ferramentas Manuais,41.6,40,1664.0,RJ,Crédito,Retirada,2010-05-02
0,Geladeira,Eletrodomésticos,2072.67,1,2072.67,PR,Crédito,Sedex,2012-09-13
0,Tônico facial,Cosméticos,26.65,32,852.8,SP,Pix,Sedex,2012-02-23
0,Shampoo,Cosméticos,67.25,26,1748.5,RJ,Pix,Retirada,2011-08-26
0,Meias,Roupas,238.47,15,3577.05,RJ,Pix,Retirada,2017-05-16
0,Laranja,Alimentos,7.0,37,259.0,MS,Pix,Retirada,2022-08-25
0,Geladeira,Eletrodomésticos,2772.77,14,38818.78,ES,Boleto,Retirada,2021-03-12
0,Uva,Alimentos,4.77,49,233.73,SP,Débito,Sedex,2021-11-21
0,Chapéu,Roupas,143.39,15,2150.85,ES,Débito,PAC,2019-05-02
0,Esquadro,Ferramentas Manuais,24.41,12,292.92,MS,Boleto,Retirada,2011-08-17
0,Chocolate,Alimentos,7.72,15,115.8,MS,Boleto,Retirada,2018-02-20
0,Boné,Roupas,288.61,28,8081.08,SP,Crédito,PAC,2014-02-05
0,Aspirador de pó,Eletrodomésticos,2051.59,48,98476.32,RJ,Boleto,Retirada,2022-04-12
0,Geladeira,Eletrodomésticos,2745.46,21,57654.66,RJ,Crédito,Retirada,2012-09-15
0,Aspirador de pó,Eletrodomésticos,1430.65,31,44350.15,PR,Pix,PAC,2012-06-10
0,Martelo,Ferramentas Manuais,38.8,36,1396.8,MS,Boleto,Retirada,2022-01-12
0,Desodorante,Cosméticos,45.28,18,815.04,RJ,Crédito,Sedex,2018-12-13
0,Micro-ondas,Eletrodomésticos,2057.65,8,16461.2,MG,Boleto,Retirada,2020-11-07
0,Meias,Roupas,107.54,27,2903.58,SP,Débito,PAC,2021-04-11
0,Fogão,Eletrodomésticos,2212.32,25,55308.0,MS,Pix,Retirada,2015-10-21
0,Banana,Alimentos,5.83,40,233.2,PR,Débito,PAC,2013-02-03
0,Vestido,Roupas,114.47,48,5494.56,MS,Boleto,PAC,2014-02-19
0,Chocolate,Alimentos,8.96,2,17.92,MG,Boleto,PAC,2012-01-23
0,Chocolate,Alimentos,10.84,34,368.56,MS,Pix,PAC,2021-03-23
0,Micro-ondas,Eletrodomésticos,1415.11,1,1415.11,SP,Pix,PAC,2018-08-16
0,Geladeira,Eletrodomésticos,1553.64,23,35733.72,SP,Débito,Sedex,2022-12-20
0,Fogão,Eletrodomésticos,2318.11,10,23181.1,MG,Pix,Retirada,2014-05-31
0,Pregos,Ferramentas Manuais,18.4,38,699.2,MG,Crédito,Retirada,2011-12-09
0,Nível,Ferramentas Manuais,43.98,31,1363.38,ES,Crédito,Retirada,2012-11-13
0,Alho,Alimentos,1.37,3,4.11,PR,Boleto,Retirada,2011-11-03
0,Bermuda,Roupas,269.1,6,1614.6,ES,Boleto,PAC,2014-11-16
0,Shampoo,Cosméticos,22.7,6,136.2,PR,Crédito,Sedex,2019-05-10
0,Boné,Roupas,91.51,14,1281.14,MS,Crédito,PAC,2010-07-17
0,Pregos,Ferramentas Manuais,23.48,44,1033.12,ES,Boleto,Retirada,2013-10-11
0,Formão,Ferramentas Manuais,46.51,45,2092.95,PR,Débito,Sedex,2021-04-20
0,Esquadro,Ferramentas Manuais,30.02,40,1200.8,PR,Crédito,PAC,2014-10-28
0,Laranja,Alimentos,2.69,15,40.35,SP,Boleto,Retirada,2015-08-08
0,Bermuda,Roupas,64.94,7,454.58,SP,Boleto,PAC,2020-05-15
0,Boné,Roupas,126.3,12,1515.6,SP,Boleto,PAC,2010-12-14
0,Martelo,Ferramentas Manuais,23.41,18,421.38,MS,Crédito,Retirada,2020-11-29
0,Desodorante,Cosméticos,31.83,16,509.28,MS,Boleto,Sedex,2017-03-27
0,Tônico facial,Cosméticos,34.6,47,1626.2,ES,Débito,Sedex,2016-12-16
0,Batedeira,Eletrodomésticos,1881.77,29,54571.33,MG,Boleto,PAC,2014-03-20
0,Cebola,Alimentos,9.24,7,64.68,MG,Crédito,PAC,2021-07-17
0,Iluminador,Cosméticos,50.01,14,700.14,MG,Crédito,PAC,2022-09-28
0,Meias,Roupas,289.52,1,289.52,MS,Débito,PAC,2011-02-10
0,Tomate,Alimentos,8.47,4,33.88,MS,Crédito,Retirada,2015-04-16
0,Shampoo,Cosméticos,45.33,22,997.26,PR,Boleto,PAC,2020-11-15
0,Secadora de roupas,Eletrodomésticos,885.45,6,5312.7,ES,Débito,PAC,2012-11-14
0,Secadora de roupas,Eletrodomésticos,2435.1,31,75488.1,PR,Boleto,Retirada,2012-06-26
0,Tesoura,Ferramentas Manuais,43.63,42,1832.46,MS,Pix,PAC,2013-04-04
0,Bermuda,Roupas,255.56,13,3322.28,SP,Débito,Sedex,2017-10-29
0,Máquina de lavar roupa,Eletrodomésticos,2667.6,36,96033.6,ES,Débito,Sedex,2018-04-27
0,Boné,Roupas,279.38,45,12572.1,RJ,Crédito,Retirada,2017-10-15
0,Nível,Ferramentas Manuais,32.45,19,616.55,ES,Pix,PAC,2010-12-29
0,Uva,Alimentos,2.98,27,80.46,MS,Pix,Retirada,2020-06-05
0,Uva,Alimentos,10.97,11,120.67,MS,Pix,Sedex,2010-11-25
0,Blush,Cosméticos,52.23,11,574.53,ES,Pix,Retirada,2022-08-02
0,Laranja,Alimentos,3.0,10,30.0,RJ,Boleto,Sedex,2015-06-17
0,Martelo,Ferramentas Manuais,34.4,44,1513.6,RJ,Débito,PAC,2015-03-25
0,Grampo,Ferramentas Manuais,18.56,18,334.08,MG,Boleto,Retirada,2015-05-18
0,Ar-condicionado,Eletrodomésticos,2261.82,34,76901.88,SP,Pix,Sedex,2019-07-11
0,Vestido,Roupas,108.68,31,3369.08,SP,Crédito,Retirada,2022-08-03
0,Gorro,Roupas,110.0,3,330.0,PR,Débito,PAC,2021-04-07
0,Esquadro,Ferramentas Manuais,47.43,50,2371.5,PR,Crédito,PAC,2022-03-10
0,Alho,Alimentos,7.86,4,31.44,SP,Crédito,PAC,2020-11-15
0,Secadora de roupas,Eletrodomésticos,768.82,20,15376.4,RJ,Crédito,Retirada,2010-03-11
0,Batedeira,Eletrodomésticos,1996.14,10,19961.4,RJ,Crédito,Retirada,2010-06-22
0,Grampo,Ferramentas Manuais,41.17,22,905.74,SP,Crédito,PAC,2019-05-10
0,Geladeira,Eletrodomésticos,1994.05,35,69791.75,SP,Débito,Sedex,2016-11-22
0,Ar-condicionado,Eletrodomésticos,2052.17,5,10260.85,MS,Crédito,Sedex,2017-03-30
0,Aspirador de pó,Eletrodomésticos,2105.8,44,92655.2,SP,Boleto,Retirada,2019-06-04
0,Perfume,Cosméticos,62.91,15,943.65,RJ,Débito,Retirada,2020-04-27
0,Cebola,Alimentos,8.48,41,347.68,MS,Pix,Retirada,2016-06-04
0,Cebola,Alimentos,5.45,24,130.8,MG,Boleto,PAC,2022-09-07
0,Chapéu,Roupas,284.47,45,12801.15,PR,Crédito,Sedex,2018-12-05
0,Chapéu,Roupas,168.5,3,505.5,SP,Crédito,Retirada,2018-01-18
0,Cebola,Alimentos,7.79,48,373.92,PR,Boleto,Retirada,2015-02-11
0,Vestido,Roupas,50.97,39,1987.83,SP,Débito,Retirada,2012-08-28
0,Gorro,Roupas,90.31,48,4334.88,MG,Débito,PAC,2020-08-15
0,Geladeira,Eletrodomésticos,1147.13,31,35561.03,MS,Boleto,Sedex,2010-07-24
0,Tônico facial,Cosméticos,34.26,1,34.26,MS,Boleto,Retirada,2010-03-22
0,Iluminador,Cosméticos,58.9,18,1060.2,RJ,Crédito,PAC,2013-03-16
0,Grampo,Ferramentas Manuais,30.1,24,722.4,SP,Pix,Sedex,2011-10-28
0,Base,Cosméticos,30.27,29,877.83,MS,Pix,PAC,2021-06-22
0,Martelo,Ferramentas Manuais,36.75,9,330.75,ES,Débito,Retirada,2010-06-05
0,Micro-ondas,Eletrodomésticos,572.57,29,16604.53,SP,Boleto,Retirada,2015-03-14
0,Laranja,Alimentos,5.05,1,5.05,MS,Crédito,Sedex,2015-08-16
0,Chocolate,Alimentos,5.32,29,154.28,MS,Débito,Retirada,2021-08-20
0,Nível,Ferramentas Manuais,37.82,13,491.66,PR,Boleto,Sedex,2022-08-28
0,Fogão,Eletrodomésticos,1867.61,46,85910.06,MS,Pix,PAC,2015-07-22
0,Chave estrela,Ferramentas Manuais,15.87,35,555.45,MG,Pix,PAC,2012-04-23
0,Batedeira,Eletrodomésticos,1735.32,33,57265.56,ES,Pix,Sedex,2018-01-26
0,Geladeira,Eletrodomésticos,637.04,4,2548.16,ES,Crédito,Sedex,2012-02-11
0,Vestido,Roupas,168.31,41,6900.71,PR,Débito,Sedex,2017-07-03
0,Batedeira,Eletrodomésticos,1480.15,47,69567.05,MS,Crédito,Retirada,2020-12-27
0,Geladeira,Eletrodomésticos,1037.7,17,17640.9,MS,Pix,PAC,2017-09-29
0,Banana,Alimentos,3.4,30,102.0,SP,Pix,Retirada,2013-03-05
0,Chave estrela,Ferramentas Manuais,39.49,4,157.96,MG,Pix,PAC,2018-05-11
0,Batedeira,Eletrodomésticos,1574.3,32,50377.6,MG,Débito,Sedex,2010-07-05
0,Tesoura,Ferramentas Manuais,43.49,24,1043.76,PR,Pix,Sedex,2013-08-08
0,Iluminador,Cosméticos,56.98,8,455.84,ES,Crédito,Retirada,2018-08-13
0,Torradeira,Eletrodomésticos,2738.9,37,101339.3,ES,Débito,Retirada,2012-02-01
0,Torradeira,Eletrodomésticos,2689.65,15,40344.75,RJ,Crédito,Retirada,2010-02-21
0,Tomate,Alimentos,2.3,27,62.1,RJ,Crédito,Sedex,2015-05-31
0,Ovo,Alimentos,11.55,10,115.5,PR,Boleto,Sedex,2010-11-17
0,Laranja,Alimentos,7.18,39,280.02,MG,Débito,Retirada,2011-08-26
0,Enxada,Ferramentas Manuais,13.59,45,611.55,PR,Boleto,PAC,2011-08-23
0,Cebola,Alimentos,4.1,15,61.5,MS,Crédito,Sedex,2012-09-08
0,Base,Cosméticos,46.99,5,234.95,MG,Boleto,PAC,2013-05-26
0,Fogão,Eletrodomésticos,2793.3,47,131285.1,PR,Boleto,PAC,2020-06-04
0,Gorro,Roupas,202.66,37,7498.42,SP,Pix,Retirada,2010-06-25
0,Geleia,Alimentos,1.21,7,8.47,PR,Crédito,Retirada,2016-09-03
0,Camiseta,Roupas,51.93,1,51.93,ES,Boleto,PAC,2020-10-01
0,Formão,Ferramentas Manuais,28.63,33,944.79,MG,Débito,Retirada,2022-08-26
0,Laranja,Alimentos,2.92,43,125.56,ES,Boleto,Retirada,2018-05-28
0,Serra,Ferramentas Manuais,39.73,2,79.46,MG,Pix,PAC,2017-04-29
0,Máquina de lavar roupa,Eletrodomésticos,2050.23,20,41004.6,ES,Pix,Retirada,2017-08-26
0,Uva,Alimentos,8.25,38,313.5,PR,Crédito,PAC,2018-07-07
0,Luvas,Roupas,161.59,6,969.54,MS,Boleto,PAC,2022-08-25
0,Shampoo,Cosméticos,70.28,31,2178.68,ES,Débito,PAC,2011-11-18
0,Sutiã,Roupas,226.38,4,905.52,RJ,Débito,Sedex,2013-11-27
0,Batedeira,Eletrodomésticos,2058.72,18,37056.96,MS,Boleto,Sedex,2020-04-03
0,Blush,Cosméticos,45.43,38,1726.34,PR,Débito,Sedex,2016-11-02
0,Maçã,Alimentos,1.3,40,52.0,PR,Boleto,Sedex,2021-05-05
0,Geladeira,Eletrodomésticos,733.53,2,1467.06,ES,Pix,Retirada,2019-07-28
0,Lápis de olho,Cosméticos,58.84,23,1353.32,RJ,Boleto,PAC,2012-12-01
0,Tônico facial,Cosméticos,51.32,11,564.52,RJ,Crédito,Retirada,2017-02-05
0,Grampo,Ferramentas Manuais,21.57,32,690.24,RJ,Boleto,Sedex,2016-03-13
0,Bermuda,Roupas,75.26,39,2935.14,SP,Débito,PAC,2021-04-02
0,Vestido,Roupas,243.12,47,11426.64,PR,Pix,Sedex,2018-04-12
0,Tesoura,Ferramentas Manuais,48.64,38,1848.32,SP,Boleto,PAC,2015-01-13
0,Máquina de lavar roupa,Eletrodomésticos,2755.49,4,11021.96,MG,Pix,Retirada,2018-12-08
0,Torradeira,Eletrodomésticos,2739.66,4,10958.64,ES,Pix,Retirada,2010-07-04
0,Blush,Cosméticos,42.34,1,42.34,RJ,Pix,PAC,2010-04-02
0,Meias,Roupas,112.6,16,1801.6,MG,Pix,Retirada,2019-10-12
0,Banana,Alimentos,10.41,42,437.22,SP,Pix,PAC,2011-06-20
